semeval2007.d000.s000.t002 report%2:32:04::
semeval2015.d003.s004.t002 score%1:25:00::
semeval2015.d003.s004.t003 line%1:25:01:: line%1:10:01::
semeval2015.d003.s004.t004 side%1:08:00:: side%1:06:00:: side%1:15:00::
semeval2015.d003.s004.t005 so%4:02:03::
semeval2015.d003.s005.t000 tablet%1:06:00::
semeval2015.d003.s005.t001 mark%2:35:01::
semeval2015.d003.s005.t003 side%1:08:00:: side%1:06:00:: side%1:15:00::
semeval2015.d003.s005.t004 letter%1:10:01::
semeval2015.d003.s005.t007 side%1:08:00:: side%1:06:00:: side%1:15:00::
semeval2015.d003.s007.t002 stop%2:38:01:: stop%2:41:00::
semeval2015.d003.s008.t007 medicine%1:06:00::
semeval2015.d003.s008.t011 know%2:31:02::
semeval2015.d003.s009.t012 injection%1:04:01::
semeval2015.d003.s009.t013 injection%1:04:01::
semeval2015.d003.s009.t014 follow%2:42:03::
semeval2015.d003.s009.t015 tablet%1:06:00::
semeval2015.d003.s010.t001 give%2:40:13::
semeval2015.d003.s010.t002 day%1:28:02::
semeval2015.d003.s012.t000 block%2:41:00:: block%2:41:01::
semeval2015.d003.s015.t000 benefit%1:07:00::
semeval2015.d003.s015.t001 show%2:32:00:: show%2:31:00::
semeval2015.d003.s016.t002 show%2:32:00:: show%2:31:00::
semeval2015.d003.s016.t008 see%2:32:00:: see%2:31:03::
semeval2015.d003.s016.t010 receive%2:39:03::
semeval2015.d003.s016.t011 medicine%1:06:00::
semeval2015.d003.s016.t013 receive%2:39:03::
semeval2015.d003.s017.t003 start%2:41:04::
semeval2015.d003.s017.t004 injection%1:04:01::
semeval2015.d003.s017.t009 tablet%1:06:00::
semeval2015.d003.s017.t011 tablet%1:06:00::
semeval2015.d003.s018.t000 follow-up%1:04:01:: follow-up%1:04:00::
semeval2015.d003.s018.t002 owner%1:18:02::
semeval2015.d003.s018.t003 administer%2:29:00::
semeval2015.d003.s018.t004 tablet%1:06:00::
semeval2015.d003.s019.t003 only%4:02:01::
semeval2015.d003.s019.t011 address%2:34:00::
semeval2015.d003.s021.t002 tolerate%2:39:00::
semeval2015.d003.s021.t003 administer%2:29:00::
semeval2015.d003.s021.t005 dosage%1:06:00::
semeval2015.d003.s022.t002 give%2:40:13::
semeval2015.d003.s022.t003 medicine%1:06:00::
semeval2015.d003.s022.t005 contact%1:04:00:: contact%1:26:00::
semeval2015.d003.s023.t001 represent%2:42:00::
semeval2015.d003.s023.t002 particular%5:00:00:uncommon:00 particular%5:00:02:specific:00
senseval2.d000.s000.t000 art%1:09:00::
senseval2.d000.s000.t002 peculiar%5:00:00:specific:00 peculiar%5:00:00:characteristic:00
senseval2.d000.s000.t003 english%1:18:00::
senseval2.d000.s000.t007 unintelligible%5:00:00:incomprehensible:00
senseval2.d000.s000.t009 world%1:14:02::
senseval2.d000.s003.t000 scene%1:09:00::
senseval2.d000.s003.t001 evoke%2:32:01::
senseval2.d000.s003.t005 ancient%5:00:00:old:02
senseval2.d000.s003.t006 stone%1:06:00::
senseval2.d000.s003.t007 church%1:06:00::
senseval2.d000.s003.t008 stand%2:42:03::
senseval2.d000.s003.t009 field%1:17:00::
senseval2.d000.s003.t014 call%2:32:05::
senseval2.d000.s003.t015 faithful%1:14:00::
senseval2.d000.s003.t016 evensong%1:10:00::
senseval2.d000.s004.t003 church%1:06:00::
senseval2.d000.s005.t003 pull%2:35:04::
senseval2.d000.s005.t006 attach%2:35:02::
senseval2.d000.s005.t009 first%4:02:02::
senseval2.d000.s005.t010 sound%2:39:00::
senseval2.d000.s006.t003 note%1:07:00::
senseval2.d000.s007.t002 church%1:06:00::
senseval2.d000.s007.t006 once%4:02:01::
senseval2.d000.s007.t008 band%1:14:00::
senseval2.d000.s007.t014 service%1:04:01::
senseval2.d000.s008.t000 now%4:02:00::
senseval2.d000.s008.t002 local%3:01:01::
senseval2.d000.s008.t004 remain%2:42:03::
senseval2.d000.s009.t001 today%1:28:01::
senseval2.d000.s010.t007 drive%2:38:00::
senseval2.d000.s010.t009 church%1:06:00::
senseval2.d000.s010.t010 church%1:06:00::
senseval2.d000.s010.t014 sound%2:39:00::
senseval2.d000.s011.t001 service%1:04:01::
senseval2.d000.s011.t003 scrape%2:35:03::
senseval2.d000.s011.t004 say%2:32:15::
senseval2.d000.s012.t003 disco%1:06:00::
senseval2.d000.s012.t004 dance%1:11:00::
senseval2.d000.s012.t005 just%4:02:03::
senseval2.d000.s012.t006 drift%2:38:04::
senseval2.d000.s013.t003 youth%1:26:00:: youth%1:28:00::
senseval2.d000.s013.t005 rank%1:14:02::
senseval2.d000.s014.t001 side%1:10:00::
senseval2.d000.s015.t007 church%1:06:00::
senseval2.d000.s015.t009 no%4:02:01::
senseval2.d000.s015.t011 ring%2:39:01::
senseval2.d000.s015.t013 ring%2:39:01::
senseval2.d000.s016.t001 see%2:31:01::
senseval2.d000.s016.t003 art%1:09:00::
senseval2.d000.s017.t002 version%1:09:01::
senseval2.d000.s017.t003 play%2:36:00::
senseval2.d000.s017.t006 carillon%1:04:00::
senseval2.d000.s017.t008 europe%1:14:01::
senseval2.d000.s017.t010 english%1:18:00::
senseval2.d000.s017.t013 only%4:02:01::
senseval2.d000.s018.t002 english%1:18:00::
senseval2.d000.s018.t016 concentration%1:07:01::
senseval2.d000.s019.t002 start%2:41:04:: start%2:38:01::
senseval2.d000.s019.t003 round%1:28:01::
senseval2.d000.s019.t006 low%3:00:03::
senseval2.d000.s019.t007 simple%5:00:02:plain:01
senseval2.d000.s019.t009 scale%1:10:00::
senseval2.d000.s019.t012 church%1:06:00::
senseval2.d000.s020.t001 signal%1:16:00::
senseval2.d000.s020.t004 vary%2:30:04::
senseval2.d000.s020.t005 order%1:14:00::
senseval2.d000.s020.t007 sound%2:39:00::
senseval2.d000.s020.t011 striking%1:04:00::
senseval2.d000.s021.t000 variation%1:10:00:: variation%1:09:01::
senseval2.d000.s021.t001 change%1:19:00::
senseval2.d000.s021.t005 rule%1:10:02::
senseval2.d000.s022.t003 change%1:19:00::
senseval2.d000.s022.t004 know%2:31:11::
senseval2.d000.s023.t001 so%4:02:07::
senseval2.d000.s023.t002 change%1:19:00::
senseval2.d000.s023.t003 take%2:40:06::
senseval2.d000.s024.t000 look%1:04:00::
senseval2.d000.s024.t003 practice%1:04:02::
senseval2.d000.s024.t004 church%1:06:00::
senseval2.d000.s024.t006 give%2:32:08::
senseval2.d000.s024.t007 idea%1:09:02::
senseval2.d000.s024.t009 involve%2:42:07::
senseval2.d000.s025.t001 stand%2:42:03::
senseval2.d000.s025.t002 circle%1:25:01::
senseval2.d000.s025.t007 pull%2:35:04::
senseval2.d000.s025.t010 hole%1:06:00::
senseval2.d000.s025.t011 high%3:00:01::
senseval2.d000.s026.t000 speak%2:32:02::
senseval2.d000.s026.t001 snake%2:38:00::
senseval2.d000.s026.t004 make%2:36:08::
senseval2.d000.s026.t008 muffle%2:39:00::
senseval2.d000.s027.t001 absorb%2:31:03::
senseval2.d000.s027.t008 call%2:32:00::
senseval2.d000.s027.t013 time%2:31:01::
senseval2.d000.s028.t000 far%4:02:00::
senseval2.d000.s028.t001 above%4:02:01::
senseval2.d000.s028.t002 belfry%1:06:00::
senseval2.d000.s028.t008 swing%2:38:03::
senseval2.d000.s028.t009 madly%4:02:00::
senseval2.d000.s028.t010 full%5:00:00:complete:00
senseval2.d000.s028.t011 degree%1:23:00::
senseval2.d000.s028.t012 start%2:42:00::
senseval2.d000.s028.t016 position%1:07:00::
senseval2.d000.s029.t004 advance%2:38:01::
senseval2.d000.s029.t006 swing%1:04:06::
senseval2.d000.s029.t007 so%4:02:06::
senseval2.d000.s029.t010 place%1:10:02::
senseval2.d000.s029.t011 change%1:19:00::
senseval2.d000.s030.t000 well-known%5:00:00:familiar:00
senseval2.d000.s030.t002 involve%2:42:02::
senseval2.d000.s030.t003 church%1:06:00::
senseval2.d000.s030.t007 describe%2:32:01::
senseval2.d000.s030.t008 passion%1:09:00::
senseval2.d000.s030.t009 find%2:38:10:: find%2:30:00::
senseval2.d000.s030.t011 mathematical%5:00:00:exact:00
senseval2.d000.s031.t001 add%2:32:01::
senseval2.d000.s031.t003 solemn%5:00:01:serious:00
senseval2.d000.s031.t004 come%2:42:04::
senseval2.d000.s032.t000 become%2:42:01::
senseval2.d000.s032.t002 obsession%1:09:00::
senseval2.d000.s032.t004 master%1:18:03::
senseval2.d000.s032.t005 band%1:14:00::
senseval2.d000.s032.t008 female%1:18:00::
senseval2.d000.s033.t000 passion%1:09:00::
senseval2.d000.s033.t002 stay%2:42:04::
senseval2.d000.s034.t003 think_of%2:31:01::
senseval2.d000.s034.t004 church%1:06:00::
senseval2.d000.s034.t005 stick_on%2:35:00::
senseval2.d000.s035.t000 change%1:19:00::
senseval2.d000.s035.t002 work_up%2:29:00::
senseval2.d000.s035.t006 skip%2:38:02::
senseval2.d000.s035.t007 local%3:01:01::
senseval2.d000.s035.t009 leave%2:31:05::
senseval2.d000.s035.t011 below%4:02:06::
senseval2.d000.s037.t005 vicar%1:18:01::
senseval2.d000.s037.t006 press%2:32:00::
senseval2.d000.s037.t012 service%1:04:01::
senseval2.d000.s038.t002 vicar%1:18:01::
senseval2.d000.s038.t003 get%2:30:00::
senseval2.d000.s038.t007 service%1:04:01::
senseval2.d000.s038.t008 sack%2:41:00::
senseval2.d000.s038.t010 band%1:14:00::
senseval2.d000.s038.t015 protest%1:04:00::
senseval2.d000.s039.t000 club%1:14:00::
senseval2.d000.s039.t001 treat%2:31:00::
senseval2.d000.s039.t003 sort%1:07:00::
senseval2.d000.s039.t006 say%2:32:15::
senseval2.d000.s040.t000 new%5:00:00:other:00
senseval2.d000.s040.t001 band%1:14:00::
senseval2.d000.s041.t003 ring%2:39:01::
senseval2.d000.s041.t004 more%3:00:02::
senseval2.d000.s042.t001 fall%2:30:08::
senseval2.d000.s042.t003 follow%2:42:01::
senseval2.d000.s042.t005 church%1:04:00::
senseval2.d000.s043.t000 vicar%1:18:01::
senseval2.d000.s043.t002 talk_about%2:32:01::
senseval2.d000.s043.t003 say%2:32:15::
senseval2.d000.s044.t000 vicar%1:18:01::
senseval2.d000.s044.t002 church%1:06:00::
senseval2.d000.s044.t003 feel%2:31:00::
senseval2.d000.s044.t004 fault%1:07:01::
senseval2.d000.s044.t007 locate%2:42:00::
senseval2.d000.s044.t008 next%5:00:00:close:01
senseval2.d000.s045.t000 so%4:02:09::
senseval2.d000.s045.t004 bang%1:11:00::
senseval2.d000.s045.t005 bang%1:11:00::
senseval2.d000.s045.t006 bang%1:11:00::
senseval2.d000.s045.t007 here%4:02:01::
senseval2.d000.s045.t010 above%4:02:01::
senseval2.d000.s045.t011 make%2:36:12::
senseval2.d000.s045.t014 exit%1:04:00::
senseval2.d000.s045.t017 say%2:32:15::
senseval2.d000.s046.t004 vicar%1:18:01::
senseval2.d000.s046.t005 active%5:00:00:involved:00 active%3:00:03::
senseval2.d000.s047.t002 draw%2:35:06::
senseval2.d000.s047.t004 church%1:06:00::
senseval2.d000.s047.t005 say%2:32:15::
senseval2.d000.s048.t000 live%2:42:06::
senseval2.d000.s048.t003 draw%2:35:06::
senseval2.d000.s048.t005 life%1:09:00::
senseval2.d000.s049.t000 sort%1:07:00::
senseval2.d000.s049.t003 aim%2:31:00:: aim%2:31:01::
senseval2.d000.s049.t006 vicar%1:18:01::
senseval2.d000.s049.t008 president%1:18:03::
senseval2.d000.s050.t000 hope%2:31:00::
senseval2.d000.s050.t001 speak%2:32:01::
senseval2.d000.s050.t004 college%1:14:01::
senseval2.d000.s050.t005 joy%1:09:00::
senseval2.d000.s050.t006 bell_ringing%1:04:00::
senseval2.d000.s050.t007 shortly%4:02:00::
senseval2.d000.s050.t010 vicar%1:18:01::
senseval2.d000.s050.t011 country%1:15:00::
senseval2.d000.s050.t012 entitle%2:32:00::
senseval2.d000.s050.t014 care%1:04:02::
senseval2.d000.s051.t000 say%2:32:15::
senseval2.d000.s051.t002 recognize%2:31:01::
senseval2.d000.s051.t003 no%4:02:01::
senseval2.d000.s051.t005 high%5:00:00:superior:01
senseval2.d000.s051.t009 experience%1:09:00::
senseval2.d000.s052.t002 attack%2:30:00::
senseval2.d000.s053.t001 say%2:32:01::
senseval2.d000.s053.t002 train%2:31:00::
senseval2.d000.s054.t005 need%2:34:00::
senseval2.d000.s054.t006 ring%2:39:01::
senseval2.d000.s056.t001 now%4:02:00::
senseval2.d000.s056.t004 keep%2:40:00::
senseval2.d000.s056.t007 add%2:32:01::
senseval2.d000.s057.t000 bright%5:00:00:auspicious:00
senseval2.d000.s057.t002 grow%2:30:00::
senseval2.d000.s057.t005 enter%2:33:00::
senseval2.d000.s057.t006 once%4:02:01::
senseval2.d000.s057.t007 field%1:09:00:: field%1:26:00::
senseval2.d000.s057.t008 more%3:00:02::
senseval2.d000.s058.t000 accept%2:40:03::
senseval2.d000.s059.t000 bell_ringing%1:04:00::
senseval2.d000.s059.t002 country%1:15:00::
senseval2.d000.s059.t010 source%1:06:00::
senseval2.d000.s059.t015 church%1:06:00::
senseval2.d000.s060.t004 suit%1:04:00::
senseval2.d000.s060.t007 surface%2:30:00::
senseval2.d000.s061.t000 writer%1:18:01::
senseval2.d000.s061.t005 male%1:18:00::
senseval2.d000.s061.t006 remark%2:32:01::
senseval2.d000.s061.t011 settle%2:32:04::
senseval2.d000.s061.t013 traditional%5:00:00:orthodox:00
senseval2.d000.s061.t014 role%1:04:01::
senseval2.d000.s061.t015 make%2:36:07::
senseval2.d000.s061.t017 meeting%1:04:00::
senseval2.d000.s062.t000 torrent%1:23:00::
senseval2.d000.s062.t002 follow%2:42:05::
senseval2.d000.s062.t005 observe%2:32:00::
senseval2.d000.s062.t006 average%5:00:00:common:01
senseval2.d000.s062.t007 male%5:00:02:masculine:01
senseval2.d000.s062.t009 leave%2:42:01::
senseval2.d000.s062.t013 badly%4:02:00:: badly%4:02:12::
senseval2.d000.s062.t014 dress%2:29:07::
senseval2.d000.s062.t015 decorate%2:42:00::
senseval2.d000.s062.t019 unwashed%5:00:00:dirty:01
senseval2.d000.s062.t021 flatulent%5:00:00:unhealthy:00
senseval2.d000.s063.t001 write%2:32:01::
senseval2.d000.s063.t005 know%2:31:04::
senseval2.d000.s063.t008 belfry%1:06:00::
senseval2.d000.s064.t003 bless%2:40:00::
senseval2.d001.s000.t006 unleash%2:35:02::
senseval2.d001.s000.t007 chaotic%5:00:00:wild:02
senseval2.d001.s000.t009 cell%1:03:00::
senseval2.d001.s000.t010 characterize%2:42:01::
senseval2.d001.s001.t001 say%2:32:01::
senseval2.d001.s001.t004 recent%5:00:00:past:00
senseval2.d001.s001.t007 new%5:00:00:original:00
senseval2.d001.s001.t010 develop%2:30:00::
senseval2.d001.s002.t000 emerge%2:38:00::
senseval2.d001.s002.t004 produce%2:36:03::
senseval2.d001.s002.t005 array%1:10:00::
senseval2.d001.s002.t006 new%5:00:00:original:00 new%5:00:00:other:00
senseval2.d001.s004.t006 identify%2:31:01::
senseval2.d001.s004.t010 predict%2:32:01::
senseval2.d001.s004.t015 get%2:29:00::
senseval2.d001.s005.t002 say%2:32:15::
senseval2.d001.s005.t004 just%4:02:01::
senseval2.d001.s005.t005 find%2:36:00::
senseval2.d001.s006.t000 only%4:02:05::
senseval2.d001.s006.t007 level%1:26:00::
senseval2.d001.s007.t010 state%1:03:00::
senseval2.d001.s008.t002 new%5:00:00:original:00
senseval2.d001.s009.t002 make%2:36:00::
senseval2.d001.s009.t005 cell%1:03:00::
senseval2.d001.s010.t006 accident%1:11:00::
senseval2.d001.s010.t007 cell%1:03:00::
senseval2.d001.s010.t008 division%1:04:00::
senseval2.d001.s010.t011 work%2:35:02::
senseval2.d001.s010.t012 cell%1:03:00::
senseval2.d001.s010.t014 turn%2:30:03::
senseval2.d001.s011.t001 identify%2:31:01::
senseval2.d001.s011.t004 family%1:14:04::
senseval2.d001.s011.t006 discover%2:31:03::
senseval2.d001.s012.t001 present%3:00:02::
senseval2.d001.s012.t002 cell%1:03:00::
senseval2.d001.s012.t006 find%2:39:02::
senseval2.d001.s012.t009 cell%1:03:00::
senseval2.d001.s012.t010 suggest%2:32:02::
senseval2.d001.s013.t000 recent%5:00:00:past:00
senseval2.d001.s013.t003 come%2:30:03::
senseval2.d001.s013.t008 work%2:35:02::
senseval2.d001.s013.t011 turn%2:42:13::
senseval2.d001.s013.t012 proliferate%2:30:01::
senseval2.d001.s013.t013 cell%1:03:00::
senseval2.d001.s013.t015 only%4:02:03::
senseval2.d001.s014.t002 inherit%2:40:01::
senseval2.d001.s014.t003 copy%1:06:00::
senseval2.d001.s015.t000 copy%1:06:00::
senseval2.d001.s015.t001 make%2:36:00::
senseval2.d001.s015.t004 control%2:41:01::
senseval2.d001.s015.t005 cell%1:03:00::
senseval2.d001.s015.t009 copy%1:06:00::
senseval2.d001.s016.t001 bear%2:29:01::
senseval2.d001.s016.t002 defective%5:00:00:malfunctioning:00
senseval2.d001.s016.t003 copy%1:06:00::
senseval2.d001.s016.t005 copy%1:06:00::
senseval2.d001.s016.t008 life%1:28:01::
senseval2.d001.s016.t011 need%2:34:01::
senseval2.d001.s016.t015 copy%1:06:00::
senseval2.d001.s016.t017 develop%2:42:00::
senseval2.d001.s017.t000 emerging%5:00:00:nascent:00
senseval2.d001.s017.t001 genetic%3:01:00::
senseval2.d001.s017.t009 believe%2:31:04::
senseval2.d001.s017.t010 new%5:00:00:unprecedented:00 new%5:00:00:other:00
senseval2.d001.s017.t011 age%1:28:02::
senseval2.d001.s018.t002 new%5:00:00:original:00
senseval2.d001.s018.t003 finding%1:17:00::
senseval2.d001.s019.t000 couple%1:14:01::
senseval2.d001.s019.t006 child%1:18:01::
senseval2.d001.s019.t007 chance%1:07:00::
senseval2.d001.s019.t012 occur%2:42:03::
senseval2.d001.s019.t015 birth%1:11:00::
senseval2.d001.s020.t001 carry%2:42:13::
senseval2.d001.s020.t006 rare%5:00:00:infrequent:00
senseval2.d001.s020.t010 suffer%2:39:02::
senseval2.d001.s020.t011 same%3:00:00::
senseval2.d001.s021.t000 isolation%1:04:00::
senseval2.d001.s021.t007 find_out%2:32:01::
senseval2.d001.s022.t003 genetic%3:01:02:: genetic%3:01:00::
senseval2.d001.s022.t004 show%2:32:00::
senseval2.d001.s022.t005 little%5:00:00:young:00 little%5:00:00:emotional:00
senseval2.d001.s022.t006 inherit%2:40:01::
senseval2.d001.s022.t016 develop%2:29:00::
senseval2.d001.s022.t017 rare%5:00:00:infrequent:00
senseval2.d001.s023.t000 make%2:30:10::
senseval2.d001.s023.t002 say%2:32:15::
senseval2.d001.s024.t002 predict%2:32:01::
senseval2.d001.s024.t006 develop%2:29:00::
senseval2.d001.s025.t001 important%3:00:04::
senseval2.d001.s025.t005 control%2:41:01::
senseval2.d001.s025.t007 cell%1:03:00::
senseval2.d001.s025.t009 make%2:36:12::
senseval2.d001.s025.t012 open%2:30:00::
senseval2.d001.s025.t013 field%1:09:00::
senseval2.d001.s025.t015 study%1:09:02::
senseval2.d001.s025.t016 recent%5:00:00:past:00
senseval2.d001.s025.t018 explode%2:30:02::
senseval2.d001.s026.t000 turn_out%2:42:01::
senseval2.d001.s026.t005 make%2:30:00::
senseval2.d001.s026.t011 say%2:32:15::
senseval2.d001.s027.t003 advance%1:11:01::
senseval2.d001.s027.t008 show%2:39:00::
senseval2.d001.s027.t009 result%1:10:00::
senseval2.d001.s029.t000 make%2:36:12::
senseval2.d001.s030.t004 report%2:32:04::
senseval2.d001.s030.t005 find%2:36:00::
senseval2.d001.s030.t009 turn%2:42:13::
senseval2.d001.s030.t012 cell%1:03:00::
senseval2.d001.s031.t006 same%3:00:00::
senseval2.d001.s031.t009 present%3:00:02::
senseval2.d001.s031.t012 breast%1:08:00::
senseval2.d001.s032.t002 breast%1:08:00::
senseval2.d001.s032.t005 common%5:00:00:familiar:02
senseval2.d001.s032.t007 form%1:14:02::
senseval2.d001.s032.t010 kill%2:35:02::
senseval2.d001.s033.t001 now%4:02:04::
senseval2.d001.s033.t005 u.s.%1:15:00::
senseval2.d001.s033.t008 race%2:41:03::
senseval2.d001.s035.t001 say%2:32:01::
senseval2.d001.s035.t006 crucial%5:00:00:important:00
senseval2.d001.s035.t007 development%1:22:01::
senseval2.d001.s035.t009 scourge%1:26:00::
senseval2.d001.s035.t015 cervix%1:08:02::
senseval2.d001.s036.t002 inherit%2:40:01::
senseval2.d001.s036.t003 defective%5:00:00:malfunctioning:00
senseval2.d001.s036.t004 version%1:09:01::
senseval2.d001.s036.t015 family%1:14:01::
senseval2.d001.s037.t000 story%1:10:04::
senseval2.d001.s038.t004 inherit%2:40:01::
senseval2.d001.s038.t006 copy%1:06:00::
senseval2.d001.s038.t010 copy%1:06:00::
senseval2.d001.s039.t002 develop%2:42:00::
senseval2.d001.s039.t005 copy%1:06:00::
senseval2.d001.s040.t000 way%1:04:01::
senseval2.d001.s040.t001 prove%2:31:00::
senseval2.d001.s040.t002 theory%1:09:01::
senseval2.d001.s041.t000 back%4:02:01::
senseval2.d001.s041.t001 then%4:02:01::
senseval2.d001.s041.t003 way%1:04:01::
senseval2.d001.s041.t005 specific%5:00:00:specified:00
senseval2.d001.s041.t009 pair%1:23:00::
senseval2.d001.s041.t011 cell%1:03:00::
senseval2.d001.s042.t001 gross%5:00:00:visible:00
senseval2.d001.s043.t000 find%2:36:00::
senseval2.d001.s043.t004 inherit%2:40:01::
senseval2.d001.s043.t006 copy%1:06:00::
senseval2.d001.s044.t001 actually%4:02:00::
senseval2.d001.s044.t003 bit%1:17:00::
senseval2.d001.s044.t005 miss%2:42:02::
senseval2.d001.s045.t001 miss%2:42:02::
senseval2.d001.s045.t006 loss%1:07:00::
senseval2.d001.s045.t007 critical%5:00:00:indispensable:00
senseval2.d001.s045.t008 role%1:07:00::
senseval2.d001.s047.t003 lead%2:41:00::
senseval2.d001.s047.t006 then%4:02:01::
senseval2.d001.s047.t007 find%2:32:00::
senseval2.d001.s047.t008 answer%1:10:02::
senseval2.d001.s048.t002 battery%1:14:01::
senseval2.d001.s048.t007 genetic%3:01:02::
senseval2.d001.s048.t009 track%2:39:00::
senseval2.d001.s048.t012 cell%1:03:00::
senseval2.d001.s049.t001 cell%1:03:00::
senseval2.d001.s049.t005 find%2:36:00::
senseval2.d001.s049.t008 copy%1:06:00::
senseval2.d001.s049.t011 area%1:06:00::
senseval2.d001.s049.t013 copy%1:06:00::
senseval2.d001.s050.t000 finding%1:17:00::
senseval2.d001.s050.t001 medicine%1:04:00::
senseval2.d001.s051.t002 show%2:31:00::
senseval2.d001.s051.t003 loss%1:07:00::
senseval2.d001.s051.t004 copy%1:06:00::
senseval2.d001.s051.t007 lead%2:42:12::
senseval2.d001.s051.t008 eruption%1:26:02::
senseval2.d001.s052.t002 say%2:32:15::
senseval2.d001.s052.t003 now%4:02:04::
senseval2.d001.s054.t000 audacious%5:00:00:adventurous:00
senseval2.d001.s054.t001 claim%1:10:02::
senseval2.d001.s055.t003 believe%2:31:03::
senseval2.d001.s055.t004 right%3:00:04::
senseval2.d001.s055.t006 repeat%2:36:00::
senseval2.d001.s055.t008 cell%1:03:00::
senseval2.d001.s056.t002 report%2:32:04::
senseval2.d001.s056.t005 loss%1:07:00::
senseval2.d001.s056.t006 rare%5:00:00:infrequent:00
senseval2.d001.s057.t001 turn_to%2:30:00::
senseval2.d001.s057.t002 attention%1:09:01::
senseval2.d001.s057.t008 killer%1:26:00::
senseval2.d001.s057.t009 u.s.%1:15:00::
senseval2.d001.s058.t000 believe%2:31:03::
senseval2.d001.s058.t010 develop%2:30:00::
senseval2.d001.s059.t001 precede%2:41:00::
senseval2.d001.s059.t002 development%1:22:01::
senseval2.d001.s059.t011 progress%2:30:01::
senseval2.d001.s059.t013 severe%5:00:00:critical:03
senseval2.d001.s059.t015 genetic%3:01:02::
senseval2.d001.s060.t002 begin%2:30:01::
senseval2.d001.s060.t003 month%1:28:00::
senseval2.d001.s060.t010 sign%1:26:00::
senseval2.d001.s060.t011 genetic%3:01:02::
senseval2.d001.s061.t001 confusing%5:00:00:unclear:00
senseval2.d001.s061.t003 genetic%3:01:02::
senseval2.d001.s061.t005 only%4:02:01::
senseval2.d001.s061.t008 cell%1:03:00::
senseval2.d001.s061.t012 cell%1:03:00::
senseval2.d001.s062.t002 picture%1:26:00::
senseval2.d001.s062.t004 development%1:22:01::
senseval2.d001.s062.t005 emerge%2:30:01::
senseval2.d001.s063.t000 copy%1:06:00::
senseval2.d001.s063.t005 develop%2:42:00::
senseval2.d001.s064.t000 copy%1:06:00::
senseval2.d001.s064.t006 progress%2:30:01::
senseval2.d001.s065.t001 more%3:00:02::
senseval2.d001.s065.t006 develop%2:30:00:: develop%2:42:00::
senseval2.d001.s067.t004 loss%1:07:00::
senseval2.d001.s067.t005 critical%5:00:00:indispensable:00
senseval2.d001.s067.t006 development%1:22:01::
senseval2.d001.s067.t007 common%5:00:00:familiar:02
senseval2.d001.s067.t009 say%2:32:15::
senseval2.d001.s068.t001 nail%2:40:00::
senseval2.d001.s068.t002 identity%1:09:00::
senseval2.d001.s068.t005 flip%2:30:00::
senseval2.d001.s068.t007 cell%1:03:00::
senseval2.d001.s068.t008 full-blown%5:00:00:complete:00
senseval2.d001.s070.t000 month%1:28:00::
senseval2.d001.s070.t006 length%1:06:00::
senseval2.d001.s070.t008 look%2:39:02::
senseval2.d001.s070.t009 common%5:00:00:shared:00
senseval2.d001.s070.t010 bit%1:17:00::
senseval2.d001.s070.t011 genetic%3:01:02::
senseval2.d001.s070.t015 cell%1:03:00::
senseval2.d001.s072.t000 find%2:36:00:: find%2:32:00::
senseval2.d001.s072.t003 dubious%5:00:00:unconvinced:00
senseval2.d001.s072.t004 search%1:04:02::
senseval2.d001.s073.t003 several%5:00:00:different:00
senseval2.d001.s073.t007 find%2:36:00::
senseval2.d001.s073.t012 transform%2:30:00::
senseval2.d001.s073.t014 cell%1:03:00::
senseval2.d001.s073.t016 one%1:09:00::
senseval2.d001.s074.t000 find%2:36:00::
senseval2.d001.s074.t002 same%3:00:00::
senseval2.d001.s075.t000 say%2:32:01::
senseval2.d001.s075.t007 look%2:39:02::
senseval2.d001.s075.t009 suppress%2:30:12::
senseval2.d001.s076.t003 find%2:36:00::
senseval2.d001.s076.t004 human%3:01:01::
senseval2.d001.s076.t006 cell%1:03:00::
senseval2.d001.s076.t008 find%2:36:00::
senseval2.d001.s076.t010 turn_out%2:42:01::
senseval2.d001.s076.t014 observe%2:39:01::
senseval2.d001.s076.t016 form%1:07:03::
senseval2.d001.s077.t003 obscure%5:00:00:inglorious:00
senseval2.d001.s077.t005 right%3:00:02::
senseval2.d001.s077.t007 formation%1:22:00::
senseval2.d001.s077.t008 say%2:32:15::
senseval2.d001.s078.t001 now%4:02:04::
senseval2.d001.s078.t002 emerge%2:30:01::
senseval2.d001.s078.t004 involve%2:42:04::
senseval2.d001.s078.t007 too%4:02:01::
senseval2.d001.s079.t001 find%2:36:00::
senseval2.d001.s079.t002 breast%1:08:00::
senseval2.d001.s079.t004 copy%1:06:00::
senseval2.d001.s080.t001 say%2:32:01::
senseval2.d001.s080.t002 breast%1:08:00::
senseval2.d001.s080.t005 strike%2:35:02::
senseval2.d001.s080.t009 family%1:14:01::
senseval2.d001.s080.t011 inherit%2:40:01::
senseval2.d001.s080.t013 form%1:07:03::
senseval2.d001.s081.t001 just%4:02:01::
senseval2.d001.s082.t002 week%1:28:02::
senseval2.d001.s082.t004 say%2:32:01::
senseval2.d001.s082.t006 cell%1:03:00::
senseval2.d001.s082.t007 take%2:30:00::
senseval2.d001.s082.t011 test%2:41:01::
senseval2.d001.s082.t012 miss%2:42:00::
senseval2.d001.s083.t005 miss%2:42:02::
senseval2.d001.s083.t008 take%2:30:00::
